Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
536592,90161A,ANT COPPER RED BOUDICCA BRACELET,1,2010-12-01 17:06:00,5.09,,United Kingdom
514722,22501,PICNIC BASKET WICKER LARGE,3,2010-07-05 16:59:00,9.95,17589.0,United Kingdom
534832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-11-24 13:03:00,7.95,15279.0,United Kingdom
490953,21774,DECORATIVE CATS BATHROOM BOTTLE,12,2009-12-08 14:56:00,1.25,13204.0,United Kingdom
514923,21215,IVORY PAPER CUP CAKE CASES ,5,2010-07-07 11:19:00,1.28,,United Kingdom
533102,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-11-16 11:35:00,1.65,17897.0,United Kingdom
525167,22449,SILK PURSE BABUSHKA PINK,6,2010-10-04 12:14:00,3.35,12486.0,Sweden
501923,22371,AIRLINE BAG VINTAGE TOKYO 78,2,2010-03-22 10:31:00,6.35,13482.0,United Kingdom
532606,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-11-12 15:03:00,3.75,16010.0,United Kingdom
572297,23456,MEDIUM PARLOUR PICTURE FRAME ,2,2011-10-23 14:30:00,4.15,15953.0,United Kingdom
567454,22562,MONSTERS STENCIL CRAFT,12,2011-09-20 12:12:00,1.25,15839.0,United Kingdom
514335,84674,FLYING PIG WATERING CAN,1,2010-07-01 14:36:00,2.95,13439.0,United Kingdom
503809,22024,RAINY LADIES BIRTHDAY CARD,72,2010-04-07 14:14:00,0.36,15061.0,United Kingdom
579196,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-11-28 15:54:00,2.92,14096.0,United Kingdom
497362,22367,CHILDS APRON SPACEBOY DESIGN,50,2010-02-09 09:19:00,1.65,14160.0,United Kingdom
536876,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2010-12-03 11:36:00,2.51,,United Kingdom
527520,21754,HOME BUILDING BLOCK WORD,2,2010-10-18 13:18:00,11.87,,United Kingdom
492807,21812,GARLAND WITH HEARTS AND BELLS,6,2009-12-20 12:29:00,4.95,17211.0,United Kingdom
534185,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-11-21 14:04:00,1.25,16726.0,United Kingdom
504217,22499,WOODEN UNION JACK BUNTING,3,2010-04-12 12:50:00,5.95,14844.0,United Kingdom
566226,21181,PLEASE ONE PERSON METAL SIGN,12,2011-09-11 10:39:00,2.1,15605.0,United Kingdom
573585,21650,ASSORTED TUTTI FRUTTI BRACELET,17,2011-10-31 14:41:00,0.83,,United Kingdom
518508,22472,TV DINNER TRAY DOLLY GIRL,3,2010-08-09 14:26:00,4.95,12412.0,Denmark
533357,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,12,2010-11-17 10:06:00,1.25,16206.0,United Kingdom
534455,20754,RETROSPOT RED WASHING UP GLOVES,3,2010-11-22 17:33:00,2.1,13546.0,United Kingdom
571797,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-10-19 11:41:00,3.29,,United Kingdom
520825,21914,BLUE HARMONICA IN BOX ,2,2010-08-31 12:35:00,1.25,14433.0,United Kingdom
543096,22833,HALL CABINET WITH 3 DRAWERS,1,2011-02-03 11:39:00,49.95,14044.0,United Kingdom
566487,22090,PAPER BUNTING RETROSPOT,40,2011-09-13 10:03:00,2.55,16422.0,United Kingdom
570000,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-10-07 08:55:00,4.95,12420.0,Cyprus
502637,22115,METAL SIGN EMPIRE TEA,2,2010-03-25 16:29:00,2.95,15768.0,United Kingdom
525335,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,24,2010-10-05 11:24:00,0.37,14298.0,United Kingdom
532063,35965,FOLKART HEART NAPKIN RINGS,2,2010-11-10 14:48:00,3.36,,United Kingdom
501919,20886,BOX OF 9 PEBBLE CANDLES,6,2010-03-22 10:21:00,1.95,13148.0,United Kingdom
527892,22952,60 CAKE CASES VINTAGE CHRISTMAS,9,2010-10-19 12:17:00,0.55,14585.0,United Kingdom
577601,23582,VINTAGE DOILY JUMBO BAG RED ,20,2011-11-21 08:31:00,2.08,17675.0,United Kingdom
503143,84212,"ASSORTED FLOWER COLOUR ""LEIS""",48,2010-03-30 12:07:00,0.65,15874.0,United Kingdom
542401,22619,SET OF 6 SOLDIER SKITTLES,1,2011-01-27 15:51:00,3.75,14541.0,United Kingdom
521871,22470,HEART OF WICKER LARGE,3,2010-09-09 11:20:00,2.95,16972.0,United Kingdom
493395,22098,BOUDOIR SQUARE TISSUE BOX,12,2009-12-23 13:41:00,1.25,12539.0,Spain
562933,23071,MARIE ANTOINETTE TRINKET BOX GOLD,1,2011-08-10 16:51:00,12.5,,United Kingdom
558372,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-06-28 15:47:00,7.95,16200.0,United Kingdom
576617,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,2011-11-15 16:57:00,8.29,,United Kingdom
566914,23182,TOILET SIGN OCCUPIED OR VACANT,9,2011-09-15 14:08:00,0.83,15466.0,United Kingdom
525221,22095,LADS ONLY TISSUE BOX,1,2010-10-04 12:51:00,2.51,,United Kingdom
528944,21537,RED RETROSPOT PUDDING BOWL,6,2010-10-25 15:36:00,4.25,15142.0,United Kingdom
560891,22094,RED RETROSPOT TISSUE BOX,36,2011-07-21 17:02:00,0.39,15106.0,United Kingdom
567817,22385,JUMBO BAG SPACEBOY DESIGN,4,2011-09-22 12:41:00,2.08,15005.0,United Kingdom
556429,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-06-10 13:23:00,4.96,,United Kingdom
549977,22730,ALARM CLOCK BAKELIKE IVORY,2,2011-04-13 14:54:00,3.75,14810.0,United Kingdom
522733,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-09-16 12:51:00,5.95,17588.0,United Kingdom
524982,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,4,2010-10-01 15:28:00,1.25,12926.0,United Kingdom
558685,22795,SWEETHEART RECIPE BOOK STAND,2,2011-07-01 11:32:00,6.75,17706.0,United Kingdom
526638,21484,CHICK GREY HOT WATER BOTTLE,1,2010-10-12 13:19:00,7.62,,United Kingdom
577057,23433,HANGING QUILTED PATCHWORK APPLES,1,2011-11-17 14:26:00,0.83,12748.0,United Kingdom
498780,21718,RED METAL BEACH SPADE ,6,2010-02-23 10:50:00,2.51,,United Kingdom
495389,20702,PINK PADDED MOBILE,1,2010-01-24 15:14:00,4.25,14044.0,United Kingdom
537618,22453,MEASURING TAPE BABUSHKA BLUE,12,2010-12-07 13:50:00,2.55,15061.0,United Kingdom
570125,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-10-07 13:14:00,0.55,17509.0,United Kingdom
576618,22419,LIPSTICK PEN RED,9,2011-11-15 17:00:00,0.83,,United Kingdom
516790,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,2010-07-23 10:35:00,16.95,17963.0,United Kingdom
552847,90123A,PINK HEART OF GLASS BRACELET,1,2011-05-11 14:42:00,5.95,14649.0,United Kingdom
568060,22077,6 RIBBONS RUSTIC CHARM,3,2011-09-23 13:11:00,1.95,14546.0,United Kingdom
556108,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-06-08 17:59:00,5.79,,United Kingdom
567671,23393,HOME SWEET HOME CUSHION COVER ,1,2011-09-21 15:34:00,10.79,,United Kingdom
503606,22355,"CHARLOTTE BAG , SUKI DESIGN",20,2010-04-06 09:56:00,0.85,17416.0,United Kingdom
535993,22152,PLACE SETTING WHITE STAR,24,2010-11-29 13:42:00,0.42,12870.0,United Kingdom
561901,22961,JAM MAKING SET PRINTED,288,2011-07-31 15:42:00,1.45,14156.0,EIRE
527354,22788,BROCANTE COAT RACK,200,2010-10-17 09:54:00,6.78,18102.0,United Kingdom
576097,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-11-14 09:21:00,1.45,14494.0,United Kingdom
572058,23398,HANGING HEART BONHEUR,4,2011-10-20 12:43:00,0.85,18252.0,United Kingdom
511434,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2010-06-08 11:50:00,0.85,17201.0,United Kingdom
547623,22779,WOODEN OWLS LIGHT GARLAND ,4,2011-03-24 11:29:00,4.25,15641.0,United Kingdom
511637,20676,RED SPOTTY BOWL,8,2010-06-09 13:04:00,1.25,15298.0,United Kingdom
506388,22076,6 RIBBONS EMPIRE  ,2,2010-04-29 12:51:00,1.65,16383.0,United Kingdom
576329,22621,TRADITIONAL KNITTING NANCY,1,2011-11-14 15:22:00,3.29,,United Kingdom
492776,22033,BOTANICAL ROSE GREETING CARD,12,2009-12-18 16:04:00,0.42,15326.0,United Kingdom
568301,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-09-26 12:45:00,1.65,16383.0,United Kingdom
528329,21098,CHRISTMAS TOILET ROLL,14,2010-10-21 13:23:00,1.25,13891.0,United Kingdom
513791,84912B,GREEN ROSE WASHBAG,2,2010-06-28 15:29:00,3.75,18036.0,United Kingdom
571716,21900,"KEY FOB , SHED",1,2011-10-18 17:05:00,1.63,,United Kingdom
567804,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-09-22 12:13:00,0.79,17920.0,United Kingdom
526897,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-10-13 14:57:00,2.95,13663.0,United Kingdom
519687,21495,SKULLS AND CROSSBONES WRAP,25,2010-08-19 13:04:00,0.42,14112.0,United Kingdom
541695,22815,CARD PSYCHEDELIC APPLES,1,2011-01-20 18:01:00,0.83,,United Kingdom
505941,82552,WASHROOM METAL SIGN,12,2010-04-26 14:57:00,1.25,16858.0,United Kingdom
514723,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,2010-07-05 17:28:00,2.95,14818.0,United Kingdom
559549,22460,EMBOSSED GLASS TEALIGHT HOLDER,2,2011-07-10 15:25:00,1.25,13230.0,United Kingdom
491966,21077,SET/20 WOODLAND PAPER NAPKINS ,3,2009-12-14 17:16:00,1.7,,United Kingdom
537391,22966,GINGERBREAD MAN COOKIE CUTTER,8,2010-12-06 13:53:00,1.25,16550.0,United Kingdom
531368,20685,DOORMAT RED RETROSPOT,1,2010-11-07 15:00:00,7.95,16899.0,United Kingdom
501789,21757,LIGHTHOUSE PRINTED METAL SIGN,2,2010-03-19 13:01:00,4.95,15768.0,United Kingdom
524184,21651,HANGING GLASS ETCHED TEALIGHT,6,2010-09-27 17:15:00,1.65,14030.0,United Kingdom
544556,22443,GROW YOUR OWN HERBS SET OF 3,2,2011-02-21 12:29:00,7.95,13477.0,United Kingdom
578302,23407,SET OF 2 TRAYS HOME SWEET HOME,2,2011-11-23 15:23:00,9.95,16057.0,United Kingdom
568060,16237,SLEEPING CAT ERASERS,6,2011-09-23 13:11:00,0.21,14546.0,United Kingdom
522817,22265,EASTER DECORATION NATURAL CHICK,8,2010-09-16 19:43:00,0.65,13208.0,United Kingdom
556823,85123a,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-15 10:24:00,6.63,,United Kingdom
493442,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2010-01-04 13:36:00,2.1,13821.0,United Kingdom
537354,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2010-12-06 12:23:00,2.1,12748.0,United Kingdom
526717,22707,WRAP MONSTER FUN ,25,2010-10-12 16:51:00,0.42,12605.0,Germany
573362,23150,IVORY SWEETHEART SOAP DISH,6,2011-10-30 13:06:00,2.49,12597.0,Spain
520875,22080,RIBBON REEL SPOTS DESIGN ,15,2010-08-31 15:17:00,1.65,16098.0,United Kingdom
502915,21872,GLAMOROUS  MUG,3,2010-03-29 13:36:00,1.25,17920.0,United Kingdom
529845,21352,EUCALYPTUS & PINECONE  WREATH,4,2010-10-31 13:12:00,6.75,14040.0,United Kingdom
527514,85049D,BRIGHT BLUES RIBBONS ,2,2010-10-18 12:58:00,1.25,16017.0,United Kingdom
566564,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,6,2011-09-13 12:26:00,0.85,15522.0,United Kingdom
541406,22249,DECORATION WHITE CHICK MAGIC GARDEN,3,2011-01-17 15:19:00,0.85,14657.0,United Kingdom
526508,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-10-12 10:44:00,1.95,16039.0,United Kingdom
534856,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2010-11-24 13:53:00,2.1,14868.0,United Kingdom
531574,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,2010-11-09 10:44:00,2.55,12913.0,United Kingdom
546117,22189,CREAM HEART CARD HOLDER,6,2011-03-09 13:56:00,3.95,16771.0,United Kingdom
531395,21931,JUMBO STORAGE BAG SUKI,20,2010-11-08 10:07:00,1.95,12435.0,Denmark
492525,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2,2009-12-17 12:32:00,4.25,12748.0,United Kingdom
498441,15056N,EDWARDIAN PARASOL NATURAL,1,2010-02-19 09:37:00,12.72,,United Kingdom
564755,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,5,2011-08-30 10:31:00,1.63,,United Kingdom
495393,22261,FELT EGG COSY WHITE RABBIT ,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
567613,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-09-21 11:49:00,0.85,13908.0,United Kingdom
499387,20726,LUNCH BAG WOODLAND,20,2010-02-26 12:41:00,1.65,14680.0,United Kingdom
565611,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2011-09-05 14:57:00,2.95,14849.0,United Kingdom
493759,84968D,S/16 VINTAGE RED CUTLERY,1,2010-01-06 13:56:00,12.75,17965.0,United Kingdom
543810,21534,DAIRY MAID LARGE MILK JUG,1,2011-02-13 14:16:00,4.95,13171.0,United Kingdom
574544,22896,PEG BAG APPLES DESIGN,6,2011-11-04 14:49:00,2.55,17084.0,United Kingdom
495176,84991,60 TEATIME FAIRY CAKE CASES,12,2010-01-21 13:21:00,0.55,13623.0,United Kingdom
565119,20726,LUNCH BAG WOODLAND,10,2011-09-01 11:38:00,1.65,16722.0,United Kingdom
573585,21823,PAINTED METAL HEART WITH HOLLY BELL,4,2011-10-31 14:41:00,0.83,,United Kingdom
503353,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-03-31 13:39:00,2.55,15311.0,United Kingdom
528648,20973,12 PENCIL SMALL TUBE WOODLAND,1,2010-10-24 12:39:00,0.65,16445.0,United Kingdom
491970,84692,BOX OF 24 COCKTAIL PARASOLS,2,2009-12-14 18:03:00,0.83,,United Kingdom
516325,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-07-19 15:41:00,1.95,17651.0,United Kingdom
527380,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1,2010-10-17 12:52:00,0.85,14953.0,United Kingdom
490538,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2009-12-07 09:14:00,4.95,17850.0,United Kingdom
541660,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-01-20 12:20:00,2.55,17787.0,United Kingdom
546850,22674,FRENCH TOILET SIGN BLUE METAL,5,2011-03-17 13:20:00,1.25,13268.0,United Kingdom
559372,22617,BAKING SET SPACEBOY DESIGN,3,2011-07-08 10:23:00,4.95,12461.0,Switzerland
528139,47556B,TEA TIME TEA TOWELS ,1,2010-10-20 15:25:00,2.95,16372.0,United Kingdom
490470,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2009-12-06 12:26:00,1.95,16395.0,United Kingdom
528968,85132A,CHARLIE + LOLA BISCUITS TINS,24,2010-10-26 10:22:00,1.95,14298.0,United Kingdom
494011,90200D,PINK SWEETHEART BRACELET,1,2010-01-11 09:30:00,4.33,,United Kingdom
558876,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-07-04 13:36:00,2.08,17841.0,United Kingdom
492418,21070,VINTAGE BILLBOARD MUG ,6,2009-12-16 17:27:00,1.25,15498.0,United Kingdom
505202,17003,BROCADE RING PURSE ,5,2010-04-20 16:21:00,0.43,,United Kingdom
567478,22627,MINT KITCHEN SCALES,2,2011-09-20 13:21:00,8.5,12584.0,Italy
541240,21355,TOAST ITS - I LOVE YOU ,3,2011-01-16 11:07:00,1.25,16206.0,United Kingdom
572092,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-10-20 14:41:00,0.85,17125.0,United Kingdom
536856,22623,BOX OF VINTAGE JIGSAW BLOCKS ,6,2010-12-03 10:26:00,4.95,13370.0,United Kingdom
513171,22423,REGENCY CAKESTAND 3 TIER,4,2010-06-22 12:14:00,12.75,13097.0,United Kingdom
549316,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-04-08 09:54:00,2.55,12705.0,Germany
559861,22033,BOTANICAL ROSE GREETING CARD,48,2011-07-13 10:27:00,0.42,15895.0,United Kingdom
536031,22592,CARDHOLDER HOLLY WREATH METAL,1,2010-11-29 16:45:00,7.62,,United Kingdom
550995,22332,SKULLS PARTY BAG + STICKER SET,8,2011-04-26 08:33:00,1.65,16722.0,United Kingdom
542109,20727,LUNCH BAG  BLACK SKULL.,5,2011-01-25 13:44:00,4.96,,United Kingdom
548860,22997,TRAVEL CARD WALLET UNION JACK,1,2011-04-04 13:38:00,0.42,13263.0,United Kingdom
492176,35271S,GOLD PRINT PAPER BAG,1,2009-12-15 15:21:00,0.19,17841.0,United Kingdom
561882,22948,METAL DECORATION NAUGHTY CHILDREN ,24,2011-07-31 12:52:00,0.85,13388.0,United Kingdom
548194,22115,METAL SIGN EMPIRE TEA,1,2011-03-29 15:30:00,5.79,,United Kingdom
549569,18094C,WHITE AND BLUE CERAMIC OIL BURNER,6,2011-04-10 15:15:00,1.25,15547.0,United Kingdom
500150,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-03-04 17:42:00,2.95,14769.0,United Kingdom
518578,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-08-10 12:06:00,1.95,17063.0,United Kingdom
513099,21452,TOADSTOOL MONEY BOX,1,2010-06-21 15:13:00,5.91,,United Kingdom
506579,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,18,2010-04-30 14:01:00,3.75,12374.0,Austria
559052,21172,PARTY METAL SIGN ,1,2011-07-05 16:53:00,4.13,,United Kingdom
498725,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2,2010-02-22 15:12:00,3.75,14667.0,United Kingdom
565207,22470,HEART OF WICKER LARGE,6,2011-09-01 16:46:00,2.95,16764.0,United Kingdom
490149,84762B,PINK PICNIC BARBECUE BUCKET,1,2009-12-04 09:43:00,8.65,,United Kingdom
569246,22731,3D CHRISTMAS STAMPS STICKERS ,3,2011-10-03 09:57:00,2.46,14096.0,United Kingdom
537144,21900,"KEY FOB , SHED",2,2010-12-05 13:00:00,0.65,15880.0,United Kingdom
505709,21871,SAVE THE PLANET MUG,6,2010-04-25 12:34:00,1.25,13050.0,United Kingdom
542344,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,2,2011-01-27 11:30:00,0.83,,United Kingdom
499918,21621,VINTAGE UNION JACK BUNTING,6,2010-03-03 12:16:00,8.5,13097.0,United Kingdom
552817,22386,JUMBO BAG PINK POLKADOT,10,2011-05-11 12:47:00,2.08,13136.0,United Kingdom
521476,84660B,BLACK STITCHED WALL CLOCK,1,2010-09-06 12:43:00,3.75,14527.0,United Kingdom
536521,22854,CREAM SWEETHEART EGG HOLDER,1,2010-12-01 12:48:00,4.95,12748.0,United Kingdom
513189,21035,SET/2 RED SPOTTY TEA TOWELS ,12,2010-06-22 14:19:00,2.95,16105.0,United Kingdom
563210,21534,DAIRY MAID LARGE MILK JUG,10,2011-08-14 12:27:00,4.95,16466.0,United Kingdom
506434,84789,ENCHANTED BIRD PLANT CAGE,3,2010-04-29 15:34:00,3.75,13173.0,United Kingdom
506120,21703,BAG 125g SWIRLY MARBLES,12,2010-04-27 14:10:00,0.42,16170.0,United Kingdom
496086,21947,SET OF 6 HEART CHOPSTICKS,4,2010-01-28 19:41:00,1.25,15861.0,United Kingdom
525252,20685,DOORMAT RED RETROSPOT,4,2010-10-04 15:01:00,7.95,14239.0,United Kingdom
558772,21156,RETROSPOT CHILDRENS APRON,2,2011-07-03 16:00:00,1.95,15007.0,United Kingdom
516430,22431,WATERING CAN BLUE ELEPHANT,12,2010-07-20 11:47:00,1.95,17511.0,United Kingdom
538533,22059,CERAMIC STRAWBERRY DESIGN MUG,9,2010-12-13 10:31:00,1.49,14796.0,United Kingdom
517625,22550,HOLIDAY FUN LUDO,1,2010-07-30 11:59:00,3.75,16391.0,United Kingdom
500902,22029,SPACEBOY BIRTHDAY CARD,36,2010-03-11 10:07:00,0.42,13093.0,United Kingdom
532063,20713,JUMBO BAG OWLS,1,2010-11-10 14:48:00,4.21,,United Kingdom
520173,11001,ASSTD DESIGN RACING CAR PEN,128,2010-08-24 13:20:00,1.69,12931.0,United Kingdom
550321,22521,CHILDS GARDEN TROWEL PINK,2,2011-04-17 12:49:00,0.85,16770.0,United Kingdom
574312,22121,NOEL WOODEN BLOCK LETTERS ,1,2011-11-03 17:39:00,5.95,17221.0,United Kingdom
538071,21915,RED  HARMONICA IN BOX ,2,2010-12-09 14:09:00,2.51,,United Kingdom
509748,22523,CHILDS GARDEN FORK PINK,12,2010-05-25 13:51:00,0.85,15217.0,United Kingdom
537153,21918,SET 12 KIDS COLOUR  CHALK STICKS,17,2010-12-05 13:03:00,0.42,16718.0,United Kingdom
569246,22139,RETROSPOT TEA SET CERAMIC 11 PC ,5,2011-10-03 09:57:00,10.79,14096.0,United Kingdom
537370,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2010-12-06 12:44:00,0.85,13155.0,United Kingdom
534714,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-11-23 17:31:00,3.75,15965.0,United Kingdom
580062,23319,BOX OF 6 MINI 50'S CRACKERS,3,2011-12-01 13:28:00,2.49,15862.0,United Kingdom
578506,22961,JAM MAKING SET PRINTED,3,2011-11-24 13:01:00,1.45,17458.0,United Kingdom
540976,22394,PAPERWEIGHT KINGS CHOICE ,12,2011-01-12 15:00:00,0.85,12652.0,France
497791,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2010-02-12 12:21:00,1.69,16713.0,United Kingdom
492234,85099B,JUMBO BAG RED WHITE SPOTTY ,30,2009-12-15 19:05:00,1.95,15394.0,United Kingdom
565541,23399,HOME SWEET HOME HANGING HEART,2,2011-09-05 12:00:00,0.85,14159.0,United Kingdom
544677,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2011-02-22 16:13:00,2.55,18196.0,United Kingdom
497602,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2010-02-11 10:25:00,9.95,15765.0,United Kingdom
560033,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-07-14 13:28:00,1.25,12388.0,Australia
569414,22726,ALARM CLOCK BAKELIKE GREEN,18,2011-10-04 10:11:00,8.29,,United Kingdom
510744,84991,60 TEATIME FAIRY CAKE CASES,24,2010-06-03 12:34:00,0.55,14911.0,EIRE
505695,84880,WHITE WIRE EGG HOLDER,3,2010-04-25 10:34:00,5.95,16585.0,United Kingdom
516494,22515,CHILDS GARDEN SPADE PINK,1,2010-07-21 10:42:00,2.1,13048.0,United Kingdom
541995,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-01-25 09:58:00,4.95,13158.0,United Kingdom
545996,21972,SET OF 36 DINOSAUR PAPER DOILIES,1,2011-03-08 14:12:00,1.45,14367.0,United Kingdom
575631,21790,VINTAGE SNAP CARDS,1,2011-11-10 13:41:00,0.85,15184.0,United Kingdom
560782,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-07-21 10:10:00,1.95,14769.0,United Kingdom
537179,22697,GREEN REGENCY TEACUP AND SAUCER,8,2010-12-05 13:29:00,2.95,13767.0,United Kingdom
536876,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2010-12-03 11:36:00,11.02,,United Kingdom
543250,21408,SPOTTY PINK DUCK DOORSTOP,3,2011-02-04 14:46:00,4.25,13911.0,United Kingdom
559338,22682,FRENCH BLUE METAL DOOR SIGN 7,1,2011-07-07 16:30:00,2.46,,United Kingdom
562688,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-08-08 13:53:00,1.25,13869.0,United Kingdom
496551,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,5,2010-02-02 13:13:00,0.85,13975.0,United Kingdom
550500,21668,RED STRIPE CERAMIC DRAWER KNOB,1,2011-04-18 15:26:00,3.29,,United Kingdom
505083,84932D,SMALL ORIENTAL RED FOLDING STOOL,8,2010-04-20 09:56:00,1.95,12623.0,Germany
533836,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-11-19 10:51:00,2.55,13141.0,United Kingdom
529888,21621,VINTAGE UNION JACK BUNTING,1,2010-10-31 14:06:00,8.5,16595.0,United Kingdom
504142,22362,GLASS JAR PEACOCK BATH SALTS,1,2010-04-11 13:01:00,2.95,13259.0,United Kingdom
573564,20705,MRS ROBOT SOFT TOY,2,2011-10-31 13:58:00,6.95,16127.0,United Kingdom
509425,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-05-23 13:34:00,1.65,13778.0,United Kingdom
500284,21504,SKULLS GREETING CARD,2,2010-03-05 15:02:00,0.42,,United Kingdom
507029,22551,PLASTERS IN TIN SPACEBOY,12,2010-05-05 14:52:00,1.65,16556.0,United Kingdom
518759,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2010-08-11 13:38:00,1.95,15005.0,United Kingdom
540551,85169C,EAU DE NIL LOVE BIRD CANDLE,2,2011-01-10 09:43:00,0.85,,United Kingdom
565919,23613,SET 10 XMAS CARDS & BADGES 17070,3,2011-09-07 16:48:00,2.49,,United Kingdom
499472,85063,CREAM SWEETHEART MAGAZINE RACK,1,2010-02-28 12:16:00,16.95,14507.0,United Kingdom
493759,22091,EMPIRE TISSUE BOX,2,2010-01-06 13:56:00,1.25,17965.0,United Kingdom
557636,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2011-06-21 15:41:00,3.75,17841.0,United Kingdom
556048,21591,COSY HOUR CIGAR BOX MATCHES ,24,2011-06-08 13:00:00,1.25,15609.0,United Kingdom
569384,84976,RECTANGULAR SHAPED MIRROR,12,2011-10-03 16:47:00,0.79,15159.0,United Kingdom
581217,22190,LOCAL CAFE MUG,1,2011-12-08 09:20:00,2.46,,United Kingdom
561600,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-07-28 11:29:00,0.95,15861.0,United Kingdom
529823,21147,JINGLE BELLS TREE DECORATION,4,2010-10-31 11:39:00,2.1,17609.0,United Kingdom
532063,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2010-11-10 14:48:00,13.57,,United Kingdom
554514,20701,PINK CAT FLORAL CUSHION COVER ,1,2011-05-24 15:58:00,4.13,,United Kingdom
552039,85014A,BLACK/BLUE POLKADOT UMBRELLA,6,2011-05-06 08:10:00,5.95,13081.0,United Kingdom
501960,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-03-22 12:10:00,3.25,14817.0,United Kingdom
563561,84946,ANTIQUE SILVER T-LIGHT GLASS,288,2011-08-17 14:02:00,1.06,18073.0,United Kingdom
494144,37424,WHITE WITH BLACK CATS MUG,4,2010-01-11 14:35:00,1.66,,United Kingdom
569573,23292,SPACEBOY CHILDRENS CUP,96,2011-10-05 10:11:00,1.05,17511.0,United Kingdom
527471,20867,PINK ROSE FABRIC MIRROR,6,2010-10-18 11:16:00,1.25,14395.0,United Kingdom
574909,21739,COSY SLIPPER SHOES SMALL GREEN,1,2011-11-07 15:40:00,2.95,13673.0,United Kingdom
